name,line
Kevin,"When a new mom hears a baby cry, her you-know-what's fill up with you-know-what, and then her shirt gets, you know... that would be funny."
Dwight,You are an impressive specimen.
Michael,"Oh, wow, I cannot believe this is happening. This is everything I dreamed. Oh, my God!"
Isabel,Thank you.
Jim,Easy.
Kelly,"Then, I spilled my drink, and they wouldn't give me a refill."
Michael,"It's not a birthday, it's not a good-bye party..."
Pam,"Oh-oh, gosh. Oh."
Jim,"Oh, hey, Pam and I are gonna go play pool with one of her friends, and we need a fourth."
Jim,You all right?
Michael,Sucks to be you.
Pam,"Okay, we have to get home."
Jim,Would you like to be our fourth?
Kevin,Yeah!
Michael,That would be sublime.
Michael,"Halperts, wait up. Oh, what a great night. Got to hang out with my peeps. Sort of did okay with a new young lady."
Jim,All right.
Jim,"Actually, you didn't."
Darryl,"So, the guy shows me the deck he's built. And I'm like, 'I'll call this a deck if it'll make you happy, but this is just a porch without a roof.' It was ridiculous man, it was like-you could maybe get two chairs on the thing. Two lawn chairs."
Pam,Not at all.
Pam,"Hey, Michael."
Michael,"I think I did. But I can't take all of the credit. Some of the credit is due, in fact, to my good friend, Date Mike. Nice to meet me."
Michael,Yes.
Darryl,"Tell 'em your story, Hide."
Pam,This is my friend Julie.
Hide,"In Japan, heart surgeon. Number one. Steady hand. One day, yakuza boss need new heart. I do operation. But, mistake! Yakuza boss die. Yakuza very mad. I hide in fishing boat, come to America. No English, no food, no money. Darryl give me job. Now I have house, American car, and new woman. Darryl save life. My big secret"
Michael,"Hello, how are you?"
Julie,Good. Hi.
Michael,What is a nice girl like you hanging out with these bums for?
Pam,Julie laughs at everything.
Julie,So you work with Pam and Jim?
Michael,"Oh, no, no. Pam and Jim work for me. And if they win, they are fired."
Julie,I should hope not.
Michael,"No. No, not really. Not really, but they better not win."
Isabel,Hey.
Pam,"Hey, Isabel, you made it. Oh, my goodness."
Isabel,Of course.
Pam,You want to play pool?
Isabel,"Um, I'm gonna do a lap. See if I know anyone."
Pam,Ok.
Angela,"And then they said the most ridiculous thing about Anderson Cooper, which I do not have the decency to repeat, but trust me when I tell you that-"
Dwight,"Hold that thought. Well, well, well. If it isn't Isabel."
Isabel,Mm-hmm.
Dwight,What's a girl like you doing in a place like this?
Isabel,A girl like me is why a guy like you comes to a place like this.
Dwight,"Ooh, I love repartee."
Isabel,Do you?
Dwight,Usually means there's a battle scene coming.
Michael,"So, what do you do?"
Julie,I am an ESL teacher.
Michael,Really?
Julie,Yeah.
Michael,"See, I didn't think you could teach that. I thought that was something you were born with. What am I thinking right now?"
Julie,Are you thinking that I said 'ESP?'
Michael,Yes. I feel like an idiot. Awesome.
Julie,"I was a little nervous when Pam told me he was her boss, but he doesn't act like a boss at all. If I had a boss like that, we'd never get anything done."
Jim,So what do you think?
Michael,About what?
Jim,About Julie?
Michael,She's nice.
Jim,Yeah.
Michael,Yeah.
Jim,So you like her?
Michael,"Uh, yeah, sure."
Jim,So Pam was right?
Michael,About what?
Jim,About you two hitting it off.
Michael,"Well, apparently, Michael Scott is on a date. And that, that my friend, changes everything."
Hide,"My brother, good head, bad heart. Good head, bad heart."
Oscar,I know.
Pam,"Hey, Michael, where have you been?"
Jim,"Hey, you're supposed to hit the white ball first, buddy. Nice one. Can I talk to you for a sec? All right. Everything ok?"
Pam,Why are you wearing a hat now?
Michael,"Guys, come on, I'm on a date. Let me do my thang."
Michael,"Hi, I'm date Mike. Nice to meet me. How do you like your eggs in the morning?"
Jim,You want to just make a run for it?
Pam,Maybe.
Kevin,Waaaah! Waaaaah! Mommy!
Jim,What is happening?
Andy,Whoa! What is crackin?
Ryan,"Guys, one second."
Kelly,"We're focusing, we're focusing, we can't talk."
Erin,What's this game?
Ryan,One second.
Andy,"Yeah, how do you play?"
Ryan,"Guys, guys, guys, please. Ok, all right, it's all yours now."
Kelly,Only three tickets.
Ryan,"If we save 'em up, we can get more than a sticker this time."
Kelly,Stop telling me how to spend my tickets.
Ryan,"I know, but you wanted the big thing."
Andy,"Wow, can you imagine what people would say if they saw us dancing together?"
Erin,Oh I know.
Andy,"They'd be like, 'what's up with those two?'"
Erin,"'Hey, guys, get a bedroom already.'"
Andy,"'Did we miss the wedding?' Um, I got it-I'll do this, and you play the racing game, and then we'll switch."
Erin,"Yes, okay. Yeah, that's smart."
Andy,No drama. Ok.
Isabel,"Oh, air hockey, basketball, we could play that. Oh, whack-a-mole."
Dwight,Any brothers or sisters?
Isabel,Three brothers.
Dwight,Really?
Isabel,"Two are in the Marines, one's a cop."
Dwight,Vegetarian?
Isabel,No. I love meat.
Dwight,What's your blood type?
Isabel,O-negative. Universal donor.
Dwight,Universal donor.
Dwight,"Angela versus Isabel. Height, advantage Isabel. Birthing hips, advantage Isabel. Remaining child-bearing years, advantage Isabel. Legal obligation, advantage Angela."
Michael,"Hey, guys, guys, guys. Watch this. Ready?"
Julie,What are you doing?
Michael,I'm tying a knot in the stem with my tongue.
Jim,"Michael, you don't have to do this."
Michael,"Wow. Oh, wow, that was close."
Michael,"I would say I kind of have an unfair advantage because I watch reality dating shows like a hawk, and I learn. I absorb information from the strategies of the winners and the losers. Actually, I probably learn more from the losers."
Phyllis,"Hey, you two having fun?"
Andy,Did you tell them?
Erin,No.
Andy,"This is exactly what I don't want, the drama. I don't want the drama!"
Erin,I get it.
Isabel,You are amazing at this. How did you get so good?
Dwight,Whacking moles. Hit 'em on the head. Whack. Say it with me.
Isabel,Whack!
Dwight,Extend the fingers more.
Isabel,Whack!
Dwight,Good.
Angela,This looks like a hoot.
Dwight,"Hey, monkey, how you doing?"
Angela,Whack.
Dwight,"Listen, can I talk to you for a second?"
Angela,Okay.
Dwight,"Look, I've been thinking. We had a good run. We really did. But you don't need to worry about this whole contract thing anymore."
Angela,It's no worry.
Dwight,"It's just that we both-we want different things. You know, I want a big family."
Angela,I could see enjoying that.
Dwight,"No, no, no, no. I want a big family. Tall. Thick. A big, physically big family. Listen, you go have fun. You're off the hook."
Angela,But we signed the contract.
Dwight,"Dissolved. Don't worry, you're free. Okay? Okay. See you later."
Angela,We both-you didn't dup-
Jim,Wow. Maybe we should tell her that he's not normally like this.
Pam,Maybe it should come from a man.
Jim,Maybe it should come from a note... with flowers...tomorrow.
Bar Manager,Hello.
Michael,Hello.
Bar Manager,Hi.
Michael,Hi.
Bar Manager,You wanna pay 400 bucks to re-felt this table?
Michael,"Yeah, why don't you send the bill to 23 I Don't Care Lane, Scranton, Pennsylvania?"
Pam,"Hey, Michael, why don't you just get down."
Michael,"Hey, she can tell I'm on a date, right? Right? I'm just having fun."
Bar Manager,"Ted, are we having fun?"
Michael,Really? You told on me. That's lame.
Bouncer,We got a problem?
Michael,Yes. Homelessness. What?
Bar Manager,"All right, go."
Michael,Where?
Michael,Erin?
Cookie Monster,"Oscar, Toby said he left my Girl Scout cookies on my chair. Have you seen them? Wait I'm sitting on them."
Erin,Oh. Sorry I thought everyone was gone.
Andy,This is awesome!
Michael,"No, no, I was just watching Cookie Monster. It finally downloaded. Mind if I sit down?"
Oscar,Thank you. It didn't even take that long.
Erin,I can't trust Andy anymore.
Cookie Monster,"What's the difference between a chimichanga, a chalupa, and a tostada? Call me back ASAP. It's urgent."
Michael,Oh. Yep. I'm sorry about that. I feel... I'm sorry I caused that thing.
Kevin,This isn't funny. I don't talk like that.
Erin,It's Andy's fault.
Phyllis,"Say ""Me eat cookie."""
Michael,"Well, yeah, yes. But I still feel sorry. You know what, I wouldn't worry about Angela. She doesn't hold a candle to you, Erin. She's old enough to be your mom for one thing. And she's, like, three feet tall. And she wears pioneer women clothing. And I don't think she's ever pooped in her life. And Andy, you know, come on. Andy, his butt looks big in those khakis."
Kevin,No. I won't say it.
Erin,"Oh, I like his butt."
Dwight,"Why is everyone clumped around accounting? Break it up, you clique."
Michael,You said butt.
Ryan,It's Kevin as Cookie monster from Sesame Street.
Erin,You tricked me!
Dwight,Is that the program where all those puppets live in the barrio?
Michael,"Ahh! You said it! You know who you would love? Oh, this guy in my neighborhood, Tom Dizemore. This is him"
Phyllis,Mm-hmm.
Andy,"Sometimes telling someone something is hard. Well, at least someone made her happy on Secretary's Day."
Dwight,I love that show.
Oscar's voice from the computer,Hey Kevin it's Oscar. I'm looking at the sheet you sent me. And I can't seem to find the column for shipping cost.
Cookie Monster,This is Kevin. This is Kevin.
Kevin,I made the most brilliant retaliation video. It's awesome.
Ryan,"Good work, buddy."
Phyllis,I don't get it.
Oscar,Thank you.
Jim,"Yeah, I mean, the Count has a very distinct voice."
Dwight,"That is an amusing link. I'd like it sent to me, please."
Pam,"Yeah. ""I vant to count to ten""."
Oscar,Yes.
Kevin,"But Oscar is an accountant, and the Count counts numbers."
Kelly,"Me, too Oscar."
Kelly,But you're an accountant too.
Ryan,C.C. me
Oscar,Why didn't you do Oscar the Grouch?
Kevin,"Angela, this is inappropriate."
Pam,That would have been funny.
Angela,This is my favorite day.
Kevin,But the Count is purple and Oscar wears purple.
Andy,"It's Secretary's Day. And it is Erin's and my three-week anniversary. So perfect storm for a romantic gesture.. Want to make sure the whole office remembers it's Secretary's Day. I sent an e-mail blast, a text blast, a good, old-fashioned talk blast. I sent a snail mail blast a week ago. And a Stern reminder via fax at 7"
Michael,"Oh, oh, I was just watching that. Did you do that, man? ""Oscar. I am the Count."" Nailed him. Nailed him. Good work Cookie Monster."
Meredith,Here you go.
Kevin,Thank you.
Erin,"Oh, thank you."
Andy,I do.
Dwight,
Erin,Thank you.
Andy,"If it wasn't for secretaries, I wouldn't have a stepmom."
Erin,Welcome back!
Pam,"Hey, thanks."
Pam,"It's my first day back after maternity leave. And I miss Cece, of course. But we need the money. What was maternity leave like? Oh, how do I explain it?... It rocked. It rocked my ass off."
Pam,Oh. You couldn't have watered it?
Jim,I literally did not know that existed until this moment.
Dwight,"Well, I knew it existed, and I chose to let it die."
Pam,"It's nice to see you again, Dwight."
Dwight.,"Hello, Pam."
Andy,I was just wondering what you had planned for Secretary's Day.
Michael,I'm going to give Erin $15.
Erin,I know that Erin would be so psyched if you took her out to lunch.
Michael,A one-on-one lunch with Erin?
Andy,Yeah. She really looks up to you. And there's only so much we can do as her coworkers. Secretary's Day is really kind of a boss-secretary thing..
Michael,She's kind of a rube.
Andy,That's my girlfriend you're talking about.
Michael,Okay. All right. All right. Okay. I'll take her to lunch.
Andy,She's gonna be so psyched.
Michael,"Hi, Erin. Happy Secretary's Day."
